gene,cellID,num_rolonies
Enpp2,240.0,2
Enpp2,241.0,12
Enpp2,242.0,2
Enpp2,243.0,9
Enpp2,244.0,1
Enpp2,245.0,4
Enpp2,246.0,1
Enpp2,247.0,8
Enpp2,248.0,2
Enpp2,249.0,2
Enpp2,25.0,16
Enpp2,250.0,8
Enpp2,251.0,3
Enpp2,252.0,2
Enpp2,253.0,3
Enpp2,254.0,3
Enpp2,255.0,9
Enpp2,256.0,4
Enpp2,257.0,3
Enpp2,258.0,6
Enpp2,259.0,5
Enpp2,26.0,4
Enpp2,260.0,18
Enpp2,261.0,2
Enpp2,262.0,5
Enpp2,263.0,1
Enpp2,264.0,6
Enpp2,265.0,4
Enpp2,266.0,4
Enpp2,267.0,13
Enpp2,268.0,1
Enpp2,269.0,1
Enpp2,27.0,8
Enpp2,270.0,5
Enpp2,271.0,6
Enpp2,272.0,2
Enpp2,273.0,9
Enpp2,274.0,5
Enpp2,276.0,2
Enpp2,277.0,5
Enpp2,278.0,3
Enpp2,279.0,3
Enpp2,28.0,2
Enpp2,280.0,5
Enpp2,281.0,1
Enpp2,282.0,11
Enpp2,283.0,7
Enpp2,285.0,2
Enpp2,286.0,9
Enpp2,287.0,1
Enpp2,288.0,4
Enpp2,29.0,5
Enpp2,290.0,5
Enpp2,291.0,4
Enpp2,292.0,2
Enpp2,293.0,4
Enpp2,294.0,3
Enpp2,295.0,2
Enpp2,297.0,2
Enpp2,298.0,5
Enpp2,299.0,2
Enpp2,3.0,6
Enpp2,30.0,11
Enpp2,300.0,10
Enpp2,301.0,1
Enpp2,302.0,5
Enpp2,303.0,3
Enpp2,305.0,3
Enpp2,307.0,8
Enpp2,308.0,3
Enpp2,31.0,3
Enpp2,310.0,1
Enpp2,311.0,5
Enpp2,312.0,4
Enpp2,314.0,7
Enpp2,315.0,3
Enpp2,316.0,4
Enpp2,317.0,1
Enpp2,319.0,7
Enpp2,32.0,1
Enpp2,320.0,3
Enpp2,321.0,7
Enpp2,322.0,3
Enpp2,325.0,1
Enpp2,327.0,1
Enpp2,328.0,1
Enpp2,33.0,7
Enpp2,330.0,1
Enpp2,331.0,4
Enpp2,332.0,2
Enpp2,333.0,1
Enpp2,337.0,5
Enpp2,338.0,8
Enpp2,339.0,2
Enpp2,34.0,5
Enpp2,341.0,4
Enpp2,342.0,4
Enpp2,345.0,1
Enpp2,346.0,3
Enpp2,347.0,2
Enpp2,348.0,1
Enpp2,349.0,1
Enpp2,352.0,5
Enpp2,353.0,8
Enpp2,354.0,2
Enpp2,355.0,1
Enpp2,357.0,2
Enpp2,359.0,7
Enpp2,36.0,7
Enpp2,360.0,4
Enpp2,362.0,1
Enpp2,365.0,1
Enpp2,366.0,2
Enpp2,367.0,1
Enpp2,368.0,3
Enpp2,369.0,2
Enpp2,37.0,9
Enpp2,370.0,2
Enpp2,373.0,2
Enpp2,374.0,6
Enpp2,375.0,1
Enpp2,377.0,1
Enpp2,379.0,2
Enpp2,38.0,12
Enpp2,380.0,1
Enpp2,382.0,1
Enpp2,383.0,3
Enpp2,385.0,3
Enpp2,386.0,5
Enpp2,388.0,1
Enpp2,39.0,5
Enpp2,391.0,2
Enpp2,393.0,1
Enpp2,397.0,7
Enpp2,4.0,1
Enpp2,40.0,10
Enpp2,400.0,10
Enpp2,402.0,4
Enpp2,403.0,2
Enpp2,404.0,1
Enpp2,406.0,1
Enpp2,408.0,3
Enpp2,409.0,1
Enpp2,41.0,5
Enpp2,410.0,2
Enpp2,411.0,2
Enpp2,413.0,1
Enpp2,414.0,3
Enpp2,415.0,5
Enpp2,417.0,1
Enpp2,42.0,4
Enpp2,420.0,1
Enpp2,426.0,3
Enpp2,427.0,2
Enpp2,428.0,5
Enpp2,429.0,2
Enpp2,43.0,4
Enpp2,431.0,7
Enpp2,433.0,2
Enpp2,435.0,3
Enpp2,436.0,1
Enpp2,437.0,1
Enpp2,439.0,4
Enpp2,44.0,2
Enpp2,440.0,1
Enpp2,444.0,2
Enpp2,45.0,15
Enpp2,451.0,1
Enpp2,452.0,2
Enpp2,453.0,2
Enpp2,458.0,1
Enpp2,459.0,1
Enpp2,46.0,20
Enpp2,465.0,1
Enpp2,468.0,1
Enpp2,469.0,1
Enpp2,47.0,8
Enpp2,471.0,3
Enpp2,473.0,1
Enpp2,478.0,1
Enpp2,479.0,1
Enpp2,48.0,6
Enpp2,49.0,5
Enpp2,5.0,1
Enpp2,50.0,5
Enpp2,51.0,14
Enpp2,52.0,3
Enpp2,53.0,4
Enpp2,54.0,14
Enpp2,55.0,16
Enpp2,56.0,13
Enpp2,57.0,6
Enpp2,58.0,2
Enpp2,59.0,11
Enpp2,6.0,2
Enpp2,60.0,6
Enpp2,61.0,9
Enpp2,62.0,11
Enpp2,63.0,7
Enpp2,64.0,3
Enpp2,65.0,4
Enpp2,66.0,3
Enpp2,67.0,6
Enpp2,68.0,5
Enpp2,69.0,5
Enpp2,7.0,2
Enpp2,70.0,12
Enpp2,71.0,17
Enpp2,73.0,2
Enpp2,74.0,16
Enpp2,75.0,7
Enpp2,76.0,16
Enpp2,77.0,12
Enpp2,78.0,9
Enpp2,79.0,3
Enpp2,8.0,10
Enpp2,80.0,7
Enpp2,81.0,9
Enpp2,82.0,16
Enpp2,83.0,8
Enpp2,84.0,16
Enpp2,85.0,16
Enpp2,86.0,10
Enpp2,87.0,13
Enpp2,88.0,3
Enpp2,89.0,2
Enpp2,9.0,6
Enpp2,90.0,5
Enpp2,91.0,11
Enpp2,92.0,5
Enpp2,93.0,8
Enpp2,94.0,14
Enpp2,95.0,9
Enpp2,96.0,5
Enpp2,97.0,10
Enpp2,98.0,16
Enpp2,99.0,3
Eomes,1.0,5
Eomes,100.0,13
Eomes,101.0,2
Eomes,102.0,7
Eomes,103.0,4
Eomes,104.0,4
Eomes,105.0,3
Eomes,106.0,6
Eomes,107.0,15
Eomes,108.0,10
Eomes,109.0,11
Eomes,11.0,5
Eomes,110.0,10
Eomes,111.0,5
Eomes,112.0,6
Eomes,113.0,7
Eomes,114.0,7
Eomes,115.0,6
Eomes,116.0,6
Eomes,117.0,7
Eomes,118.0,5
Eomes,119.0,8
Eomes,12.0,8
Eomes,120.0,7
Eomes,121.0,4
Eomes,122.0,4
Eomes,123.0,7
Eomes,124.0,8
Eomes,125.0,7
Eomes,126.0,16
Eomes,127.0,1
Eomes,128.0,6
Eomes,13.0,2
Eomes,130.0,10
Eomes,131.0,9
Eomes,132.0,8
Eomes,133.0,10
Eomes,134.0,4
Eomes,136.0,2
Eomes,137.0,4
Eomes,138.0,4
Eomes,139.0,8
Eomes,14.0,2
Eomes,140.0,5
Eomes,141.0,4
Eomes,142.0,7
Eomes,143.0,7
Eomes,144.0,15
Eomes,145.0,7
Eomes,146.0,8
Eomes,147.0,3
Eomes,148.0,3
Eomes,149.0,1
Eomes,15.0,2
Eomes,150.0,5
Eomes,151.0,9
Eomes,152.0,6
Eomes,153.0,4
Eomes,154.0,4
Eomes,155.0,4
Eomes,156.0,6
Eomes,157.0,9
Eomes,158.0,13
Eomes,159.0,5
Eomes,16.0,7
Eomes,160.0,8
Eomes,161.0,2
Eomes,162.0,10
Eomes,163.0,7
Eomes,164.0,2
Eomes,165.0,7
Eomes,166.0,5
Eomes,167.0,8
Eomes,168.0,6
Eomes,169.0,8
Eomes,17.0,9
Eomes,170.0,11
Eomes,171.0,13
Eomes,172.0,8
Eomes,173.0,9
Eomes,174.0,15
Eomes,175.0,2
Eomes,176.0,2
Eomes,178.0,7
Eomes,179.0,6
Eomes,18.0,3
Eomes,180.0,13
Eomes,181.0,8
Eomes,182.0,11
Eomes,183.0,3
Eomes,184.0,3
Eomes,185.0,16
Eomes,186.0,6
Eomes,187.0,9
Eomes,188.0,4
Eomes,189.0,6
Eomes,190.0,8
Eomes,191.0,3
Eomes,192.0,3
Eomes,193.0,5
Eomes,194.0,4
Eomes,195.0,4
Eomes,196.0,2
Eomes,197.0,4
Eomes,198.0,6
Eomes,199.0,1
Eomes,2.0,2
Eomes,20.0,1
Eomes,200.0,3
Eomes,201.0,1
Eomes,202.0,6
Eomes,203.0,1
Eomes,204.0,3
Eomes,205.0,11
Eomes,206.0,5
Eomes,207.0,6
Eomes,208.0,7
Eomes,209.0,10
Eomes,210.0,7
Eomes,211.0,5
Eomes,212.0,6
Eomes,213.0,26
Eomes,214.0,2
Eomes,215.0,5
Eomes,216.0,22
Eomes,217.0,2
Eomes,218.0,6
Eomes,219.0,4
Eomes,22.0,4
Eomes,220.0,6
Eomes,221.0,4
Eomes,222.0,5
Eomes,223.0,6
Eomes,224.0,5
Eomes,225.0,1
Eomes,226.0,4
Eomes,227.0,10
Eomes,228.0,5
Eomes,229.0,5
Eomes,23.0,7
Eomes,230.0,1
Eomes,231.0,5
Eomes,232.0,6
Eomes,233.0,3
Eomes,234.0,3
Eomes,235.0,7
Eomes,236.0,5
Eomes,237.0,12
Eomes,238.0,10
Eomes,239.0,4
Eomes,24.0,11
Eomes,240.0,2
Eomes,241.0,8
Eomes,242.0,4
Eomes,243.0,4
Eomes,244.0,2
Eomes,245.0,8
Eomes,246.0,2
Eomes,247.0,4
Eomes,248.0,4
Eomes,249.0,1
Eomes,25.0,14
Eomes,250.0,2
Eomes,251.0,1
Eomes,252.0,3
Eomes,253.0,3
Eomes,254.0,2
Eomes,255.0,2
Eomes,256.0,5
Eomes,257.0,1
Eomes,258.0,6
Eomes,259.0,19
Eomes,26.0,2
Eomes,260.0,13
Eomes,261.0,6
Eomes,262.0,3
Eomes,263.0,2
Eomes,264.0,3
Eomes,265.0,3
Eomes,266.0,2
Eomes,267.0,6
Eomes,268.0,6
Eomes,270.0,5
Eomes,271.0,7
Eomes,272.0,2
Eomes,273.0,12
Eomes,274.0,5
Eomes,275.0,4
Eomes,276.0,5
Eomes,277.0,12
Eomes,278.0,5
Eomes,279.0,3
Eomes,28.0,4
Eomes,280.0,7
Eomes,281.0,2
Eomes,282.0,2
Eomes,283.0,6
Eomes,284.0,5
Eomes,285.0,4
Eomes,286.0,8
Eomes,287.0,2
Eomes,288.0,7
Eomes,289.0,1
Eomes,29.0,7
Eomes,290.0,5
Eomes,293.0,2
Eomes,294.0,3
Eomes,295.0,3
Eomes,298.0,11
Eomes,299.0,4
Eomes,3.0,9
Eomes,30.0,7
Eomes,300.0,12
Eomes,303.0,2
Eomes,304.0,1
Eomes,305.0,3
Eomes,307.0,7
Eomes,308.0,1
Eomes,309.0,1
Eomes,31.0,5
Eomes,310.0,1
Eomes,311.0,1
Eomes,312.0,3
Eomes,314.0,6
Eomes,315.0,4
Eomes,316.0,1
Eomes,317.0,2
Eomes,319.0,6
Eomes,32.0,4
Eomes,320.0,3
Eomes,321.0,4
Eomes,322.0,4
Eomes,324.0,1
Eomes,325.0,2
Eomes,327.0,2
Eomes,328.0,1
Eomes,329.0,2
Eomes,33.0,4
Eomes,330.0,1
Eomes,331.0,1
Eomes,332.0,1
Eomes,333.0,1
Eomes,334.0,1
Eomes,336.0,1
Eomes,337.0,1
Eomes,338.0,7
Eomes,339.0,3
Eomes,34.0,7
Eomes,340.0,5
Eomes,341.0,3
Eomes,342.0,3
Eomes,344.0,1
Eomes,345.0,2
Eomes,346.0,3
Eomes,347.0,5
Eomes,348.0,2
Eomes,349.0,1
Eomes,35.0,1
Eomes,351.0,1
Eomes,352.0,4
Eomes,353.0,12
Eomes,354.0,2
Eomes,355.0,1
Eomes,357.0,3
Eomes,358.0,2
Eomes,359.0,3
Eomes,36.0,2
Eomes,360.0,4
Eomes,362.0,4
Eomes,366.0,2
Eomes,367.0,2
Eomes,368.0,6
Eomes,369.0,1
Eomes,37.0,4
Eomes,370.0,2
Eomes,373.0,1
Eomes,374.0,7
Eomes,375.0,1
Eomes,377.0,2
Eomes,378.0,2
Eomes,379.0,1
Eomes,38.0,10
Eomes,384.0,3
Eomes,385.0,2
Eomes,386.0,5
Eomes,387.0,2
Eomes,388.0,3
Eomes,389.0,1
Eomes,391.0,3
Eomes,393.0,3
Eomes,395.0,1
Eomes,396.0,1
Eomes,397.0,6
Eomes,40.0,6
Eomes,400.0,2
Eomes,402.0,6
Eomes,403.0,2
Eomes,404.0,2
Eomes,408.0,5
Eomes,41.0,5
Eomes,411.0,1
Eomes,412.0,2
Eomes,414.0,5
Eomes,415.0,4
Eomes,417.0,4
Eomes,42.0,4
Eomes,420.0,2
Eomes,423.0,1
Eomes,426.0,2
Eomes,427.0,7
Eomes,428.0,2
Eomes,429.0,1
Eomes,43.0,8
Eomes,430.0,1
Eomes,431.0,3
Eomes,434.0,1
Eomes,435.0,4
Eomes,437.0,1
Eomes,439.0,3
Eomes,44.0,1
Eomes,440.0,1
Eomes,442.0,1
Eomes,443.0,1
Eomes,444.0,1
Eomes,445.0,2
Eomes,45.0,13
Eomes,450.0,1
Eomes,452.0,1
Eomes,453.0,2
Eomes,454.0,1
Eomes,457.0,1
Eomes,459.0,1
Eomes,46.0,10
Eomes,466.0,1
Eomes,468.0,3
Eomes,469.0,1
Eomes,47.0,10
Eomes,475.0,1
Eomes,476.0,2
Eomes,478.0,3
Eomes,479.0,1
Eomes,48.0,4
Eomes,49.0,1
Eomes,5.0,1
Eomes,51.0,11
Eomes,52.0,5
Eomes,53.0,3
Eomes,54.0,11
Eomes,55.0,9
Eomes,56.0,17
Eomes,57.0,6
Eomes,58.0,1
Eomes,59.0,10
Eomes,6.0,2
Eomes,60.0,7
Eomes,61.0,4
Eomes,62.0,3
Eomes,63.0,3
Eomes,64.0,7
Eomes,65.0,5
Eomes,66.0,5
Eomes,67.0,9
Eomes,68.0,6
Eomes,69.0,5
Eomes,7.0,5
Eomes,70.0,7
Eomes,71.0,6
Eomes,72.0,2
Eomes,73.0,7
Eomes,74.0,8
Eomes,75.0,9
Eomes,76.0,12
Eomes,77.0,11
Eomes,78.0,16
Eomes,8.0,10
Eomes,80.0,2
Eomes,81.0,3
Eomes,82.0,14
Eomes,83.0,6
Eomes,84.0,7
Eomes,85.0,4
Eomes,86.0,4
Eomes,87.0,9
Eomes,88.0,4
Eomes,89.0,3
Eomes,9.0,5
Eomes,90.0,7
Eomes,92.0,3
Eomes,93.0,12
Eomes,94.0,18
Eomes,95.0,8
Eomes,96.0,8
Eomes,97.0,8
Eomes,98.0,5
Eomes,99.0,1
Epha4,0.0,1
Epha4,1.0,2
Epha4,10.0,5
Epha4,100.0,10
Epha4,101.0,4
Epha4,102.0,1
Epha4,103.0,3
Epha4,104.0,6
Epha4,105.0,2
Epha4,106.0,5
Epha4,107.0,9
Epha4,108.0,4
Epha4,109.0,6
Epha4,110.0,4
Epha4,111.0,3
Epha4,112.0,4
Epha4,113.0,5
Epha4,114.0,7
Epha4,115.0,5
Epha4,117.0,2
Epha4,118.0,2
Epha4,119.0,6
Epha4,120.0,3
Epha4,121.0,4
Epha4,122.0,2
Epha4,123.0,5
Epha4,124.0,3
Epha4,125.0,8
Epha4,126.0,5
Epha4,127.0,10
Epha4,128.0,4
Epha4,129.0,1
Epha4,13.0,11
Epha4,130.0,6
Epha4,131.0,4
Epha4,132.0,6
Epha4,133.0,13
Epha4,134.0,1
Epha4,135.0,10
Epha4,136.0,4
Epha4,137.0,2
Epha4,138.0,3
Epha4,139.0,7
Epha4,140.0,7
Epha4,141.0,9
Epha4,142.0,1
Epha4,143.0,8
Epha4,144.0,5
Epha4,145.0,3
Epha4,146.0,6
Epha4,147.0,1
Epha4,148.0,1
Epha4,149.0,1
Epha4,15.0,5
Epha4,150.0,7
Epha4,151.0,1
Epha4,152.0,2
Epha4,153.0,4
Epha4,154.0,3
Epha4,155.0,9
Epha4,156.0,9
Epha4,157.0,1
Epha4,158.0,5
Epha4,159.0,1
Epha4,16.0,4
Epha4,160.0,6
Epha4,161.0,2
Epha4,162.0,4
Epha4,163.0,1
Epha4,164.0,3
Epha4,165.0,5
Epha4,166.0,4
Epha4,168.0,7
Epha4,169.0,4
Epha4,17.0,8
Epha4,170.0,11
Epha4,171.0,2
Epha4,172.0,7
Epha4,173.0,6
Epha4,174.0,4
Epha4,175.0,2
Epha4,176.0,1
Epha4,177.0,3
Epha4,178.0,4
Epha4,179.0,1
Epha4,18.0,2
Epha4,180.0,4
Epha4,181.0,9
Epha4,182.0,8
Epha4,183.0,5
Epha4,184.0,3
Epha4,185.0,3
Epha4,186.0,2
Epha4,187.0,3
Epha4,188.0,4
Epha4,189.0,3
Epha4,19.0,2
Epha4,190.0,8
Epha4,191.0,2
Epha4,192.0,2
Epha4,193.0,4
Epha4,194.0,2
Epha4,195.0,6
Epha4,196.0,1
Epha4,197.0,3
Epha4,198.0,5
Epha4,199.0,2
Epha4,2.0,5
Epha4,20.0,5
Epha4,201.0,3
Epha4,202.0,6
Epha4,203.0,4
Epha4,204.0,2
Epha4,205.0,7
Epha4,206.0,2
Epha4,207.0,4
Epha4,208.0,5
Epha4,209.0,4
Epha4,210.0,5
Epha4,211.0,3
Epha4,212.0,4
Epha4,213.0,6
Epha4,214.0,3
Epha4,215.0,10
Epha4,216.0,9
Epha4,217.0,3
Epha4,218.0,4
Epha4,219.0,2
Epha4,22.0,1
Epha4,220.0,2
Epha4,221.0,10
Epha4,222.0,4
Epha4,223.0,1
Epha4,224.0,3
Epha4,225.0,3
Epha4,226.0,2
Epha4,227.0,5
Epha4,228.0,4
Epha4,229.0,4
Epha4,23.0,4
Epha4,230.0,2
Epha4,232.0,2
Epha4,233.0,4
Epha4,234.0,2
Epha4,235.0,1
Epha4,236.0,7
Epha4,237.0,5
Epha4,238.0,5
Epha4,239.0,3
Epha4,24.0,5
Epha4,240.0,6
Epha4,241.0,4
Epha4,242.0,1
Epha4,243.0,6
Epha4,245.0,2
Epha4,247.0,1
Epha4,249.0,1
Epha4,25.0,2
Epha4,250.0,4
Epha4,251.0,1
Epha4,252.0,6
Epha4,253.0,4
Epha4,254.0,3
Epha4,255.0,7
Epha4,256.0,6
Epha4,258.0,2
Epha4,259.0,5
Epha4,26.0,1
Epha4,260.0,9
Epha4,261.0,4
Epha4,262.0,3
Epha4,263.0,5
Epha4,264.0,3
Epha4,265.0,2
Epha4,266.0,7
Epha4,267.0,2
Epha4,268.0,1
Epha4,269.0,2
Epha4,27.0,2
Epha4,270.0,3
Epha4,271.0,1
Epha4,272.0,3
Epha4,273.0,2
Epha4,274.0,1
Epha4,275.0,1
Epha4,276.0,4
Epha4,277.0,5
Epha4,278.0,5
Epha4,279.0,3
Epha4,280.0,1
Epha4,281.0,2
Epha4,282.0,5
Epha4,284.0,4
Epha4,286.0,3
Epha4,287.0,3
Epha4,288.0,3
Epha4,289.0,2
Epha4,29.0,7
Epha4,291.0,1
Epha4,293.0,8
Epha4,294.0,2
Epha4,295.0,3
Epha4,296.0,2
Epha4,298.0,1
Epha4,299.0,1
Epha4,3.0,5
Epha4,30.0,4
Epha4,300.0,2
Epha4,303.0,4
Epha4,304.0,8
Epha4,305.0,2
Epha4,306.0,1
Epha4,307.0,7
Epha4,308.0,1
Epha4,309.0,1
Epha4,31.0,2
Epha4,310.0,4
Epha4,311.0,3
Epha4,312.0,1
Epha4,313.0,1
Epha4,314.0,3
Epha4,315.0,2
Epha4,316.0,1
Epha4,317.0,1
Epha4,319.0,1
Epha4,320.0,2
Epha4,321.0,8
Epha4,322.0,3
Epha4,323.0,4
Epha4,324.0,2
Epha4,325.0,1
Epha4,326.0,1
Epha4,329.0,1
Epha4,33.0,3
Epha4,330.0,4
Epha4,331.0,1
Epha4,335.0,1
Epha4,336.0,4
Epha4,338.0,1
Epha4,339.0,3
Epha4,34.0,1
Epha4,340.0,2
Epha4,342.0,3
Epha4,345.0,1
Epha4,347.0,1
Epha4,349.0,3
Epha4,35.0,4
Epha4,351.0,2
Epha4,352.0,2
Epha4,353.0,4
Epha4,354.0,1
Epha4,356.0,2
Epha4,357.0,1
Epha4,359.0,1
Epha4,36.0,2
Epha4,360.0,2
Epha4,363.0,1
Epha4,365.0,1
Epha4,366.0,4
Epha4,368.0,2
Epha4,369.0,1
Epha4,37.0,2
Epha4,370.0,3
Epha4,371.0,4
Epha4,372.0,1
Epha4,373.0,4
Epha4,374.0,3
Epha4,377.0,2
Epha4,378.0,1
Epha4,38.0,10
Epha4,381.0,4
Epha4,382.0,1
Epha4,383.0,2
Epha4,384.0,2
Epha4,385.0,1
Epha4,386.0,3
Epha4,387.0,1
Epha4,389.0,1
Epha4,39.0,3
Epha4,391.0,7
Epha4,393.0,1
Epha4,395.0,2
Epha4,397.0,8
Epha4,399.0,1
Epha4,4.0,1
Epha4,40.0,8
Epha4,400.0,2
Epha4,402.0,4
Epha4,403.0,7
Epha4,404.0,1
Epha4,405.0,1
Epha4,408.0,2
Epha4,409.0,1
Epha4,41.0,3
Epha4,412.0,1
Epha4,414.0,2
Epha4,417.0,1
Epha4,42.0,5
Epha4,420.0,1
Epha4,423.0,1
Epha4,429.0,1
Epha4,43.0,5
Epha4,430.0,1
Epha4,431.0,1
Epha4,439.0,2
Epha4,44.0,2
Epha4,443.0,2
Epha4,449.0,1
Epha4,45.0,4
Epha4,450.0,2
Epha4,451.0,1
Epha4,452.0,1
Epha4,453.0,3
Epha4,454.0,2
Epha4,459.0,1
Epha4,46.0,9
Epha4,463.0,2
Epha4,469.0,1
Epha4,47.0,3
Epha4,471.0,2
Epha4,48.0,5
Epha4,49.0,5
Epha4,5.0,1
Epha4,50.0,3
Epha4,51.0,8
Epha4,52.0,1
Epha4,53.0,11
Epha4,54.0,6
Epha4,55.0,10
Epha4,56.0,7
Epha4,57.0,4
Epha4,58.0,2
Epha4,59.0,6
Epha4,60.0,3
Epha4,61.0,8
Epha4,62.0,4
Epha4,63.0,5
Epha4,64.0,2
Epha4,65.0,4
Epha4,66.0,7
Epha4,67.0,4
Epha4,68.0,2
Epha4,69.0,6
Epha4,7.0,2
Epha4,70.0,3
Epha4,71.0,17
Epha4,72.0,3
Epha4,73.0,6
Epha4,74.0,4
Epha4,75.0,9
Epha4,76.0,5
Epha4,77.0,1
Epha4,78.0,9
Epha4,79.0,2
Epha4,8.0,8
Epha4,80.0,1
Epha4,81.0,4
Epha4,82.0,8
Epha4,83.0,5
Epha4,84.0,7
Epha4,86.0,2
Epha4,87.0,2
Epha4,88.0,2
Epha4,89.0,5
Epha4,9.0,1
Epha4,90.0,4
Epha4,91.0,5
Epha4,92.0,8
Epha4,93.0,6
Epha4,94.0,4
Epha4,95.0,6
Epha4,96.0,4
Epha4,97.0,11
Epha4,98.0,7
Epha4,99.0,1
Etv1,1.0,3
Etv1,100.0,14
Etv1,101.0,3
Etv1,102.0,9
Etv1,103.0,9
Etv1,104.0,6
Etv1,105.0,9
Etv1,106.0,9
Etv1,107.0,11
Etv1,108.0,17
Etv1,109.0,15
Etv1,11.0,6
Etv1,110.0,16
Etv1,111.0,6
Etv1,112.0,8
Etv1,113.0,11
Etv1,114.0,7
Etv1,115.0,9
Etv1,116.0,10
Etv1,117.0,14
Etv1,118.0,4
Etv1,119.0,15
Etv1,12.0,8
Etv1,120.0,11
Etv1,121.0,8
Etv1,122.0,4
Etv1,123.0,5
Etv1,124.0,14
Etv1,125.0,12
Etv1,126.0,23
Etv1,127.0,9
Etv1,128.0,9
Etv1,129.0,2
Etv1,13.0,8
Etv1,130.0,11
Etv1,131.0,9
Etv1,132.0,9
Etv1,133.0,15
Etv1,134.0,5
Etv1,135.0,13
Etv1,136.0,8
Etv1,137.0,7
Etv1,138.0,3
Etv1,139.0,5
Etv1,14.0,2
Etv1,140.0,10
Etv1,141.0,11
Etv1,142.0,7
Etv1,143.0,13
Etv1,144.0,33
Etv1,145.0,17
Etv1,146.0,16
Etv1,147.0,2
Etv1,148.0,5
Etv1,149.0,3
Etv1,15.0,9
Etv1,150.0,5
Etv1,151.0,12
Etv1,152.0,6
Etv1,153.0,8
Etv1,154.0,5
Etv1,155.0,8
Etv1,156.0,9
Etv1,157.0,12
Etv1,158.0,9
Etv1,159.0,7
Etv1,16.0,6
Etv1,160.0,9
Etv1,161.0,3
Etv1,162.0,9
Etv1,163.0,16
Etv1,164.0,6
Etv1,165.0,13
Etv1,166.0,6
Etv1,167.0,6
Etv1,168.0,24
Etv1,169.0,14
Etv1,17.0,13
Etv1,170.0,14
Etv1,171.0,12
Etv1,172.0,10
Etv1,173.0,9
Etv1,174.0,20
Etv1,175.0,3
Etv1,176.0,4
Etv1,177.0,2
Etv1,178.0,20
Etv1,179.0,16
Etv1,18.0,1
Etv1,180.0,17
Etv1,181.0,14
Etv1,182.0,14
Etv1,183.0,11
Etv1,184.0,8
Etv1,185.0,13
Etv1,186.0,5
Etv1,187.0,16
Etv1,188.0,8
Etv1,189.0,2
Etv1,190.0,19
Etv1,191.0,6
Etv1,192.0,8
Etv1,193.0,9
Etv1,194.0,9
Etv1,195.0,9
Etv1,196.0,3
Etv1,197.0,3
Etv1,198.0,8
Etv1,199.0,8
Etv1,2.0,7
Etv1,20.0,3
Etv1,200.0,5
Etv1,201.0,1
Etv1,202.0,8
Etv1,203.0,8
Etv1,204.0,1
Etv1,205.0,16
Etv1,206.0,6
Etv1,207.0,5
Etv1,208.0,6
Etv1,209.0,8
Etv1,21.0,1
Etv1,210.0,6
Etv1,211.0,10
Etv1,212.0,10
Etv1,213.0,40
Etv1,214.0,5
Etv1,215.0,12
Etv1,216.0,26
Etv1,217.0,1
Etv1,218.0,9
Etv1,219.0,5
Etv1,22.0,3
Etv1,220.0,5
Etv1,221.0,6
Etv1,222.0,10
Etv1,223.0,6
Etv1,224.0,6
Etv1,225.0,2
Etv1,226.0,9
Etv1,227.0,15
Etv1,228.0,5
Etv1,229.0,5
Etv1,23.0,10
Etv1,230.0,2
Etv1,231.0,8
Etv1,232.0,5
Etv1,233.0,6
Etv1,234.0,3
Etv1,235.0,6
Etv1,236.0,9
Etv1,237.0,13
Etv1,238.0,14
Etv1,239.0,11
Etv1,24.0,7
Etv1,240.0,9
Etv1,241.0,2
Etv1,242.0,6
Etv1,243.0,6
Etv1,244.0,2
Etv1,245.0,9
Etv1,246.0,3
Etv1,247.0,7
Etv1,248.0,6
Etv1,249.0,2
Etv1,25.0,13
Etv1,250.0,8
Etv1,251.0,5
Etv1,252.0,7
Etv1,253.0,8
Etv1,254.0,3
Etv1,255.0,5
Etv1,256.0,16
Etv1,257.0,5
Etv1,258.0,8
Etv1,259.0,9
Etv1,26.0,1
Etv1,260.0,17
Etv1,261.0,11
Etv1,262.0,7
Etv1,263.0,2
Etv1,264.0,7
Etv1,265.0,9
Etv1,266.0,5
Etv1,267.0,12
Etv1,268.0,6
Etv1,269.0,2
Etv1,27.0,6
Etv1,270.0,9
Etv1,271.0,10
Etv1,272.0,3
Etv1,273.0,20
Etv1,274.0,5
Etv1,275.0,1
Etv1,276.0,10
Etv1,277.0,7
Etv1,278.0,9
Etv1,279.0,7
Etv1,28.0,8
Etv1,280.0,7
Etv1,281.0,1
Etv1,282.0,16
Etv1,283.0,13
Etv1,284.0,5
Etv1,285.0,7
Etv1,286.0,13
Etv1,287.0,4
Etv1,288.0,8
Etv1,289.0,2
Etv1,29.0,14
Etv1,290.0,4
Etv1,291.0,2
Etv1,292.0,3
Etv1,293.0,9
Etv1,294.0,6
Etv1,295.0,9
Etv1,296.0,4
Etv1,297.0,4
Etv1,298.0,8
Etv1,299.0,6
Etv1,3.0,5
Etv1,30.0,6
Etv1,300.0,18
Etv1,301.0,4
Etv1,302.0,6
Etv1,303.0,1
Etv1,304.0,3
Etv1,305.0,5
Etv1,306.0,2
Etv1,307.0,12
Etv1,308.0,4
Etv1,309.0,3
Etv1,31.0,3
Etv1,310.0,7
Etv1,311.0,4
Etv1,312.0,2
Etv1,313.0,6
Etv1,314.0,7
Etv1,315.0,9
Etv1,316.0,3
Etv1,318.0,2
Etv1,319.0,3
